survey_date,edp_site_id,consent_edp,consent_spt,consent_contact,consent_contact_method,over_18,postcode,state,account_holder,property_use,property_year,property_construction,property_construction_other,property_star_rating,num_floors,dwelling_type,dwelling_type_other,num_bedrooms,tenure,tenure_not_occupied,tenure_other,tenure_rented_from,tenure_rented_other,num_occupants,num_children,num_occupants_70plus,has_pets,num_type_pets,has_livestock,num_type_livestock,num_days_occupied,income_weekly,has_gas,has_gas_heating,has_gas_cooking,has_gas_hot_water,has_aircon,aircon_type,num_rooms_aircon,num_rooms_heated,num_refrigerators,has_poolpump,dryer_usage,has_ev,ev_type,ev_charger_type,significant_loads_other,commercial_loads,business_hours,connection_type,has_controlled_load,islandable,property_power_outage_types,property_power_outage_other,area_power_outage_types,area_power_outage_other,power_outage_latest,has_solar,hot_water_heat_type,hot_water_heat_type_other,rooms_heat_type,rooms_heat_type_other,has_battery,battery_size_make_model
3/21/22,S0244,"Yes, I agree to participate",Yes,No,,Yes,2087,NSW,Yes,Residential,,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,1 dog,No,,7-Jun,Above $1200,No,,,,Yes,Ducted aircon,All,All,3 or more,Yes,High,Yes,Volvo XC90 Recharge,3-phase AC charging,Pool solar pump,,,Three phase,Yes,Yes,Storm,,,,2 years,t,,,Other (please give details),Air-con,t,Tesla 10kw
3/31/22,S0245,"Yes, I agree to participate",Yes,Yes,Email,Yes,6112,WA,Yes,Residential,2021,Double brick,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,2 dogs and 1 cat,No,,2-Jan,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,No,Yes,Ducted aircon,5,5,1,No,Medium,No,,,Aircon,,,Single phase,Don't Know,No,,,,,,t,Instant hot water (no tank),,Other (please give details),Reverse cycle aircon,f,
3/21/22,S0246,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,6532,WA,Yes,Residential,2002,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,2 cats,No,,2-Jan,Above $1200,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Ducted aircon,8,0,3 or more,Yes,Medium,No,,,Shed/Workshop,,,Three phase,Don't Know,,"Storm,Wind,Other (please give details)",Inconsistent/unreliable grid supply,,,4 weeks,t,,,Other (please give details),Nil,f,
3/31/22,S0247,"Yes, I agree to participate",Yes,Yes,Email,Yes,2508,NSW,Yes,Residential,2004,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,6,4,0,Yes,"2 x dogs, 5 x chickens, 1 x bearded dragon",Yes,5 x chickens,5-Apr,Prefer not to say / Not applicable,Yes - bottled gas,Yes - bottled gas,No,No,Yes,Split system aircon,1,2,3 or more,No,High,No,,,spa,,,Three phase,Don't Know,,"Storm,Wind",,,,within the last 6 months,t,,,Other (please give details),"and underfloor heating, but couldn't select both",f,
3/22/22,S0264,"Yes, I agree to participate",Yes,No,,Yes,3156,VIC,Yes,Residential,1970,Brick veneer,,,2,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted evaporative cooler,8          (1 upstairs room has window mounted aircon),10,3 or more,Yes,None,No,,,Electric pumps for pool filter and solar heating 8 hours a day for 8 months and 4 hours a day for 4 months,,,Single phase,Yes,No,"Storm,Wind",,,,sometime in the last 12-18 months,t,,,Other (please give details),Ducted gas heating,f,
3/22/22,S0248,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2536,NSW,Yes,Residential,1999,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,1,0,1,No,,No,,7-Jun,Less than $800,No,,,,Yes,Split system aircon,5,5,3 or more,No,Low,No,,,"Not  now,but for 10 years my wife was using an electric oxygen concentrated 24 hours a day untill she died in 2021.i usea sleep apnoea machine .",,,Single phase,Don't Know,Yes,"Bushfire,Wind",,,,"3.5 day 2020 n.s.w. bush fire. I have have installed two tesla batteries and increased  my solar capacity as a backup for my late wife against future blackouts.i have had 19 lose of power events ranging from  4 hours to 1 min since the  24 jan 2021 to 4th mar 2022.i monitor  my solar production using solaranalytics with extra clamps on air conditioning  and also h.w.s.l also monitor  my sistinlaws home  in Narrabri i.d. no198861 since she lost her husband.l was told when l installed my tesla batteries l would have total understanding as to what  my system was doing ,but l use my solaraalytics system to pinpoint what is using the power.l",t,,,Electric heater,,t,
3/22/22,S0249,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2480,NSW,Yes,Residential,1984,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,No,,Yes,6 Cows ,2-Jan,$800 - $1200,No,,,,Yes,Split system aircon,4,4,1,No,None,No,,,Gaming PC ,,,Two phase,No,No,"Bushfire,Flooding,Storm,Wind",,,,28 th Feb Lismore Flood ....4 Days,t,,,Electric heater,,f,
3/21/22,S0250,"Yes, I agree to participate",Yes,Yes,Email,Yes,6230,WA,Yes,Residential,2000,Double brick,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,1,No,,No,,7-Jun,Less than $800,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,1,0,3 or more,No,None,No,,,No,,,Single phase,Don't Know,No,,,,,,t,,,Other (please give details),Not applicable,f,
3/21/22,S0251,"Yes, I agree to participate",Yes,Yes,Email,Yes,6163,WA,Yes,Residential,1984,Double brick,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,1 dog and 1 cat,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No,,,1,1,Yes,Low,Yes,Tesla Model 3,Tesla Wall Charger (11kw),No,,,Single phase,No,No,Storm,,,,1 month,t,,,Gas heater,,f,
3/28/22,S0252,"Yes, I agree to participate",Yes,No,,Yes,4509,QLD,Yes,Residential,2021,Brick veneer,,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,6,4,0,Yes,2 - a dog and a cat,No,,7-Jun,Above $1200,No,,,,Yes,Ducted aircon,9,0,2,Yes,Medium,No,,,Pool Heating,,,Three phase,Don't Know,No,,,,,,t,,,,,f,
3/31/22,S0253,"Yes, I agree to participate",No,No,,Yes,6110,WA,Yes,Residential,1985,Double brick,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,One dog,No,,4-Mar,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,No,Yes,Ducted evaporative cooler,5,1,3 or more,No,High,No,,,No,,,Single phase,Don't Know,No,Storm,,,,2.5 months,t,Electric resistance heater,,Gas heater,,f,
4/1/22,S0254,"Yes, I agree to participate",Yes,Yes,Email,Yes,850,NT,Yes,Commercial or industrial,1989,Other (please specify),Block & corrigated iron,unknown,1,,,,,,,,,,,,,,,,,,No,,,,Yes,Split system aircon,3,nil,3 or more,No,None,No,,,,Office equipment ,weekdays 07.00 to 17.00,Three phase,No,No,"Flooding,Storm,Other (please give details)",Bats,,,This morning 06.10,t,,,,,f,
3/31/22,S0255,"Yes, I agree to participate",No,No,,Yes,5352,SA,Yes,Residential,2014,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,1,No,,No,,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Split system aircon,6,0,2,No,None,No,,,No,,,Single phase,No,No,Storm,,,,3 yrs,t,,,,,f,
3/31/22,S0256,"Yes, I agree to participate",Yes,Yes,Email,Yes,2765,NSW,Yes,Residential,2018,Brick veneer,,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,1 dog and 1 cat,No,,4-Mar,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,10,1,2,No,Low,No,,,,,,Three phase,Don't Know,No,Storm,,,,2 months,t,,,Gas heater,,f,
3/21/22,S0257,"Yes, I agree to participate",Yes,Yes,Email,Yes,2039,NSW,Yes,Residential,2010,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes,1 dog,No,,5-Apr,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,4,4,1,No,None,Yes,MG ZS,Smart charger (Jet charge),No,,,Single phase,Don't Know,No,,,,,,t,,,Other (please give details),split system,f,
4/1/22,S0258,"Yes, I agree to participate",Yes,Yes,Email,Yes,2477,NSW,Yes,Residential,about 2017,Brick veneer,,not sure,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,3,0,2,No,,No,,7-Jun,$800 - $1200,No,,,,Yes,Wall / window mounted aircon,one,one,3 or more,Yes,Medium,No,,,no,,,,Don't Know,,Other (please give details),none of these,,,,t,,,Electric heater,,f,
3/21/22,S0259,"Yes, I agree to participate",Yes,Yes,Email,Yes,2155,NSW,Yes,Residential,2018,Brick veneer,,,2,Detached house,,4,I own this property and it is not permanently occupied (please give details),Currently no tenants,,,,1,0,0,No,,No,,Never,Prefer not to say / Not applicable,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,All,All,0,No,None,No,,,No,,,Single phase,No,No,,,,,,t,,,Other (please give details),Air conditioning ,f,
3/23/22,S0260,"Yes, I agree to participate",Yes,No,,Yes,2153,NSW,Yes,Residential,1975,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,4 dogs,No,,5-Apr,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,No,No,Yes,Split system aircon,2,2,3 or more,Yes,Low,No,,,Pool filter,,,Single phase,Yes,No,Storm,,,,Approx 5 years,t,Electric heat pump,,Other (please give details),Reverse cycle AC,f,
3/21/22,S0261,"Yes, I agree to participate",Yes,No,,Yes,4051,QLD,Yes,Residential,1950,Concrete,,,2,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes,2 cats,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,7,7,2,Yes,High,No,,,,,,Single phase,No,,,,,,,t,,,Electric heater,,f,
3/21/22,S0262,"Yes, I agree to participate",Yes,Yes,Email,Yes,6018,WA,Yes,Residential,1999,Double brick,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,1 dog,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,6,6,1,Yes,Low,Yes,Tesla Model 3,Tesla HPWC ,,,,Three phase,Don't Know,,,,,,,t,,,Other (please give details),A/C and underfloor heating in the main living area,f,
3/31/22,S0263,"Yes, I agree to participate",Yes,Yes,Email,Yes,3186,VIC,Yes,Residential,1926,Double brick,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,1,7,1,Yes,Low,No,,,Pool pump,,,Single phase,Don't Know,No,,,,,,t,,,Other (please give details),ducted heating,f,
4/3/22,S0265,"Yes, I agree to participate",Yes,Yes,Email,Yes,2154,NSW,Yes,Residential,2004,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,3,1,0,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,All,All,2,Yes,None,No,,,,,,Three phase,Don't Know,No,,,,,,t,,,Gas heater,,f,
3/21/22,S0266,"Yes, I agree to participate",Yes,Yes,Email,Yes,850,NT,Yes,Residential,1987,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,No,,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,4,0,1,No,None,No,,,No,,,,Don't Know,,"Storm,Wind",,,,1 hr,t,,,Other (please give details),Not heated,f,
3/21/22,S0267,"Yes, I agree to participate",Yes,No,,Yes,4814,QLD,Yes,Residential,1995,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,4,0,0,No,,No,,4-Mar,Above $1200,No,,,,Yes,Wall / window mounted aircon,6,1,2,Yes,Medium,No,,,,,,,Don't Know,No,Storm,,,,6months,t,,,Other (please give details),Aircon,f,
3/21/22,S0268,"Yes, I agree to participate",Yes,Yes,Email,Yes,5554,SA,Yes,Residential,2015,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,0,Yes,1 cat,No,,7-Jun,Above $1200,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Ducted aircon,7,7,2,No,Low,No,,,Infrared heaters,,,Single phase,Don't Know,No,Storm,,,,1 month,t,,,Other (please give details),Reverse cycle ducted,f,
3/21/22,S0269,"Yes, I agree to participate",Yes,Yes,Email,Yes,3809,VIC,Yes,Residential,2021,Other (please specify),Timber frame with Hebel,6 star,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,4,2,0,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,Full House,Full House,2,No,Low,No,,,No,,,Three phase,Don't Know,No,Other (please give details),No,,,No,t,,,Gas heater,,f,
3/21/22,S0270,"Yes, I agree to participate",Yes,Yes,Email,Yes,851,NT,Yes,Residential,1976,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,1,0,0,No,,No,,4-Mar,Prefer not to say / Not applicable,No,,,,Yes,Split system aircon,8,0,3 or more,No,Medium,No,,,,,,Three phase,Don't Know,No,Storm,,,,1 week ago,t,,,Other (please give details),No heating,f,
3/31/22,S0271,"Yes, I agree to participate",Yes,No,,Yes,3150,VIC,Yes,Residential,1976,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Split system aircon,two,seven,2,No,Low,No,,,Electric wall oven (hob is gas),,,Single phase,No,No,Other (please give details),pole top fires,,,eight years ago,t,,,Gas heater,,f,
3/22/22,S0272,"Yes, I agree to participate",No,No,,Yes,6163,WA,Yes,Residential,1981,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes,1 dog,No,,5-Apr,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted evaporative cooler,7,1,1,No,None,No,,,3 phase submersible bore. ,,,Three phase,Don't Know,No,,,,,,t,,,Electric heater,,f,
3/31/22,S0273,"Yes, I agree to participate",Yes,No,,Yes,2569,NSW,Yes,Residential,1990,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,4,3,0,Yes,2 Dogs,No,,5-Apr,Less than $800,No,,,,Yes,Split system aircon,2,2,1,Yes,None,No,,,Pool Filter,,,Single phase,Yes,,"Storm,Wind",,,,6 months,t,,,Electric heater,,f,
3/22/22,S0274,"Yes, I agree to participate",Yes,No,,Yes,850,NT,Yes,Residential,19985,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,Yes,1 dog,No,,4-Mar,Don't know,No,,,,Yes,Split system aircon,all,none,1,No,None,No,,,no,,,Single phase,Don't Know,No,"Storm,Wind",,,,not sure,t,,,,,f,
3/21/22,S0275,"Yes, I agree to participate",No,Yes,Email,Yes,4680,QLD,Yes,Residential,1996,Brick veneer,,,1,Detached house,,3,I own this property and it is permanently occupied by tenants,,,,,Don't know - property is occupied by tenants,Don't know - property is occupied by tenants,Don't know - property is occupied by tenants,Yes,,No,,Don't know - property is occupied by tenants,,No,,,,Yes,Split system aircon,6,6,1,No,,,,,N/a,,,Single phase,Yes,No,,,,,,t,,,Other (please give details),Reverse cycle ac,f,
3/21/22,S0276,"Yes, I agree to participate",Yes,Yes,Email,Yes,7015,TAS,Yes,Residential,1960 approx,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,3,0,0,No,,No,,7-Jun,Above $1200,Yes - bottled gas,Yes - bottled gas,No,No,Yes,Wall / window mounted aircon,1,5,2,No,Low,No,,,No,,,,Don't Know,No,,,,,,t,Electric resistance heater,,Electric heater,,f,
3/21/22,S0277,"Yes, I agree to participate",Yes,Yes,Email,Yes,6211,WA,Yes,Residential,2006,Double brick,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,3,0,0,Yes,2 standard poodles,No,,7-Jun,Less than $800,No,,,,Yes,Ducted evaporative cooler,5,3,2,No,Low,No,,,"2 x glass kilns, 2 x Oxygen concentrators, Solar hot water assistance in Winter. Try to run these as much as possible during daylight hours.",,,Single phase,No,No,Other (please give details),Hot Christmas holiday aircon overload,,,Christmas 2021,t,,,Other (please give details),Split unit aircon in each room,f,
4/12/22,S0278,"Yes, I agree to participate",Yes,No,,Yes,6036,WA,Yes,Residential,2008,Double brick,,,2,Detached house,,3,This is my home and is owned outright by me or my family,,,,,3,0,0,No,,No,,4-Mar,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,8,8,2,Yes,Medium,No,,,No,,,Single phase,Don't Know,,Storm,,,,14 months,t,,,Other (please give details),Reverse cycle air conditioning,f,
3/21/22,S0279,"Yes, I agree to participate",Yes,Yes,Email,Yes,2350,NSW,Yes,Residential,1975,Brick veneer,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,3,3,1,No,Low,No,,,Hot water system. Uses solar during sunlight hours. Off-peak electricity over night when required.,,,Single phase,Yes,No,Storm,,,,3 months ago,t,,,Other (please give details),Reverse cycle air conditioner,f,
3/31/22,S0280,"Yes, I agree to participate",Yes,No,,Yes,4509,QLD,Yes,Residential,2007,Brick veneer,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,Dog 1 ,No,,4-Mar,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,No,Yes,Ducted aircon,All,All,3 or more,Yes,Low,No,,,,,,Three phase,No,No,,,,,,t,Solar hot water,,Other (please give details),Air conditioner ,f,
3/21/22,S0281,"Yes, I agree to participate",Yes,Yes,Email,Yes,4551,QLD,Yes,Residential,1995,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,2,1,Yes,2 dogs 100 fish,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,2,2,3 or more,Yes,Low,No,,,No,,,Single phase,Don't Know,No,Wind,,,,2 years,t,,,Other (please give details),Reverse cycle aircon ,f,
4/1/22,S0282,"Yes, I agree to participate",Yes,No,,Yes,4212,QLD,Yes,Residential,2003,Brick veneer,,,2,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,Dog x1,No,,7-Jun,Above $1200,No,,,,Yes,Split system aircon,3,0,1,Yes,Low,No,,,,,,Single phase,Don't Know,,,,,,,t,,,Other (please give details),,f,
3/21/22,S0283,"Yes, I agree to participate",Yes,Yes,Email,Yes,3135,VIC,Yes,Residential,2008,Brick veneer,,5,2,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,5,3,0,Yes,Dog,No,,4-Mar,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted evaporative cooler,10,10,1,Yes,Medium,No,,,,,,Single phase,Don't Know,No,Storm,,,,6 months,t,,,Gas heater,,f,
3/23/22,S0284,"Yes, I agree to participate",Yes,Yes,"Email,Mail",Yes,2756,NSW,Yes,Residential,1975,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,4,5 or more,0,Yes,Dogs,No,,7-Jun,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,6,6,2,Yes,None,Yes,Toyota,,,,,Single phase,Don't Know,No,Storm,,,,6 months,t,,,Gas heater,,f,
3/21/22,S0285,"Yes, I agree to participate",Yes,No,,Yes,6053,WA,Yes,Residential,2014,Double brick,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,3,1,0,No,,No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,All rooms ,Reverse cycle aircon,1,No,None,No,,,,,,,Don't Know,No,,,,,,t,,,Other (please give details),Reverse cycle aircon,f,
3/31/22,S0286,"Yes, I agree to participate",Yes,No,,Yes,2450,NSW,Yes,Residential,1985,Brick veneer,,,1,Detached house,,3,This is my home and is owned outright by me or my family,,,,,4,1,0,Yes,"1 dog, 2 chooks",No,,7-Jun,Above $1200,Yes - bottled gas,No,No,Yes - bottled gas,Yes,Split system aircon,1,1,3 or more,Yes,Medium,No,,,No,,,,Don't Know,No,"Flooding,Storm",,,,2 days ago,t,,,Wood Stove,,f,
3/25/22,S0287,"Yes, I agree to participate",Yes,Yes,Email,Yes,4615,QLD,Yes,Residential,2021/2,Other (please specify),Modular construction,5,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,2,0,2,No,,No,,7-Jun,Prefer not to say / Not applicable,Yes - bottled gas,No,No,Yes - bottled gas,Yes,Wall / window mounted aircon,1,none,2,No,Low,No,,,No ,,,Single phase,Don't Know,No,,,,,,t,,,Other (please give details),I said there are none heated !!,f,
3/23/22,S0288,"Yes, I agree to participate",Yes,No,,Yes,5090,SA,Yes,Residential,1980,Brick veneer,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes,dog x 1 ,No,,5-Apr,Prefer not to say / Not applicable,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted evaporative cooler,5,5,3 or more,Yes,None,No,,,,,,,Don't Know,No,,,,,,t,,,Other (please give details),Evaporative heating & cooling ,f,
3/21/22,S0289,"Yes, I agree to participate",Yes,Yes,Email,Yes,2756,NSW,Yes,Residential,,,,,1,Detached house,,4,This is my home and is owned outright by me or my family,,,,,1,0,0,Yes,2 dogs 2 snakes,No,,7-Jun,Above $1200,Yes - bottled gas,No,No,No,Yes,Wall / window mounted aircon,2,2,2,Yes,Low,No,,,no,,,,Don't Know,No,"Storm,Wind",,,,2 days,t,,,Gas heater,,f,
3/31/22,S0290,"Yes, I agree to participate",Yes,No,,Yes,5066,SA,Yes,Residential,2008,Double brick,,,2,Detached house,,4,This is my home and is owned outright by me or my family,,,,,5,1,0,Yes,2 cats,No,,7-Jun,Above $1200,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,6,6,2,No,Medium,No,,,,,,Two phase,Yes,Yes,Storm,,,,year,t,,,Underfloor heating,,t,
3/23/22,S0291,"Yes, I agree to participate",Yes,Yes,"Email,Phone,Mail",Yes,5271,SA,Yes,Residential,2002,Brick veneer,,,1,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,1,0,1,No,,No,,7-Jun,Less than $800,No,,,,Yes,Split system aircon,one,one,2,No,None,No,,,hot water heater,,,,Don't Know,No,Storm,,,,one month,t,,,Electric heater,,f,
3/22/22,S0292,"Yes, I agree to participate",Yes,No,,Yes,2750,NSW,Yes,Residential,1972,Brick veneer,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,1,0,0,No,,No,,5-Apr,$800 - $1200,No,,,,Yes,Wall / window mounted aircon,2,2,1,No,Medium,No,,,,,,Single phase,Yes,No,,,,,,t,,,Electric heater,,f,
4/1/22,S0293,"Yes, I agree to participate",Yes,No,,Yes,2500,NSW,Yes,Residential,1949,Timber frame with fibreboard or other lightweight cladding,,,3,Detached house,,4,This is my home and is owned outright by me or my family,,,,,3,0,0,Yes,one dog,No,,7-Jun,$800 - $1200,Yes - connected to the gas main,Yes - connected to the gas main,No,No,Yes,Split system aircon,4,4,1,No,None,No,,,No,,,Three phase,Don't Know,Yes,,,,,,t,Solar hot water,,Electric heater,,t,Tesla 2
3/22/22,S0294,"Yes, I agree to participate",Yes,No,,Yes,4503,QLD,Yes,Residential,1970,Timber frame with fibreboard or other lightweight cladding,,,2,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,6,3,1,Yes,2 x dogs and 1 cat,No,,7-Jun,$800 - $1200,No,,,,Yes,Split system aircon,2,2,3 or more,No,High,No,,,no,,,Single phase,No,No,Storm,,,,6 months,t,,,Other (please give details),split system,f,
3/28/22,S0295,"Yes, I agree to participate",Yes,Yes,"Email,Phone",Yes,2330,NSW,Yes,Residential,1998,Timber frame with fibreboard or other lightweight cladding,,,1,Detached house,,5 or more,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,3,No,,7-Jun,Above $1200,Yes - bottled gas,Yes - bottled gas,Yes - bottled gas,No,Yes,Ducted aircon,7,7,3 or more,Yes,Medium,No,,,oven,,,Three phase,No,No,"Storm,Wind",,,,6 months,t,Electric resistance heater,,Electric heater,,f,
3/21/22,S0296,"Yes, I agree to participate",Yes,Yes,Email,Yes,5109,SA,Yes,Residential,1984,Brick veneer,,,1,Detached house,,3,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,Yes,2 dogs,No,,2-Jan,Less than $800,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,5,5,3 or more,No,Low,No,,,No,,,Single phase,Don't Know,No,Storm,,,,5 months ,t,,,Other (please give details),Ducted heating,f,
3/28/22,S0297,"Yes, I agree to participate",Yes,Yes,Email,Yes,5064,SA,Yes,Residential,1975,Double brick,,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,5,1,0,Yes,1 cat ,No,,7-Jun,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,4,4,2,Yes,None,No,,,Swimming pool pump ,,,Three phase,No,No,Other (please give details),No ,,,,t,,,Electric heater,,f,
3/22/22,S0298,"Yes, I agree to participate",Yes,Yes,Email,Yes,2618,ACT,Yes,Mixed residential & commercial,2011,Double brick,,,2,Detached house,,5 or more,This is my home and is owned outright by me or my family,,,,,4,2,0,Yes,"2 cats, 1 dog",Yes,cattle 200,4-Mar,Above $1200,Yes - bottled gas,No,Yes - bottled gas,Yes - bottled gas,Yes,Ducted aircon,8,8,3 or more,Yes,Medium,No,,,no,nil,nil,Single phase,Don't Know,No,Storm,,,,4 months,t,,,Electric heater,,f,
3/22/22,S0299,"Yes, I agree to participate",Yes,No,,Yes,2321,NSW,Yes,Residential,2018,Other (please specify),Hebel,,1,Detached house,,4,This is my home and is owned under a mortgage by me or my family,,,,,2,0,0,No,,No,,2-Jan,Above $1200,Yes - connected to the gas main,No,Yes - connected to the gas main,Yes - connected to the gas main,Yes,Ducted aircon,7,7,3 or more,Yes,Low,No,,,No,,,Three phase,Don't Know,,,,,,,t,,,Other (please give details),Air Conditioner on Warm,f,
